,Text,Aspect Term,Sentiment,Polarity
1674,त्यो प्राध्यापक लाई कडा भन्दा कडा कार्वाही हुनुपर्छ ।,कार्वाही हुनुपर्छ,GENERAL,1
1675,यो बलात्कारी धोति लाई नै पहिलो फांसी दिएर बलात्कारि हरु लाई फांसि को सजाय हुने कानुन बनाउन पर्यो !,बलात्कारी धोति,GENERAL,1
1676,सुरुवात यहि धोति बाट गरौं ।,धोति,GENERAL,1
1677,यो मा चिक्ने रन्डि को छोरो मास्टर लाई टुडिखेल मा जिउदै चिरि चिरि नुन खुर्सानि दल्लनु पर्छ ... .. खुकुरि ले घाटि रेटनु पर्ने थियो धन्यवाद रवि दाई अघि बढनुस् ।,अघि बढनुस्,GENERAL,0
1678,नेपालि को सान रबि लामिछाने सच्चा पत्रकार लाई सलाम छ ।,सलाम,GENERAL,0
1679,अब महिला रास्ट्रपति ले राजिना मा दिनु को बिकल्प छैन इनि को काम छैन अब राजिना दिनु प्रछ अब रास्ट्रपति ले ।,काम छैन,GENERAL,1
1680,अब महिला रास्ट्रपति ले राजिना मा दिनु को बिकल्प छैन इनि को काम छैन अब राजिना दिनु प्रछ अब रास्ट्रपति ले ।,राजिना दिनु प्रछ,GENERAL,1
1681,जस ले मात्र पिडित नेपाली लाई न्याय निसाफ दिइ रहे का छन त्यो युग पुरुष रबि हो ।,युग पुरुष,GENERAL,0
1682,म लाई माफ गर्नुहोला रबि सर म हजुर लाई धन्यवाद दिन सक्दिन किन की धन्यवाद जस्तो शब्द ले हजुर लाई तारिफ गर्न कम पर्दछ ।,तारिफ गर्न कम पर्दछ,GENERAL,0
1683,हजुर लाई तारिफ गर्न मसङ्ग अरु शब्द छदै छैन ।,अरु शब्द छदै छैन,GENERAL,0
1684,यति मात्र छ शब्द त्यो हो सलुट रबि सर ।,सलुट,GENERAL,0
1685,रबि ब्रदर क्षे मा माग्नु पर्दैन तपाईं ले आज मन्त्री ले गर्न नसके को काम साथै पुन्य गर्नु भएकोछ तपाइलाइ धेरै धेरै धन्यवाद ।,धन्यवाद,GENERAL,0
1686,रबि लामिछाने लाई नेपाल काे पर्धानमन्त्री बनाउनु पर्दछ भन्ने हरू ले हाजिर गरूम ।,बनाउनु पर्दछ,GENERAL,0
1687,धोति लाई दुईचार लात लगाएर कुरा बात गर्नुपर्ने दाइ ।,धोति,GENERAL,1
1688,नेपाल को रियल हिरो रबि दाइ जिन्दावाद ✋ ।,हिरो,GENERAL,0
1689,नेपाल को रियल हिरो रबि दाइ जिन्दावाद ✋ ।,जिन्दावाद,GENERAL,0
1690,त्यो साले इन्डियन लाई मार्नु पर्छ म बस्न तयार छु जेल मा बरु मार त्यो खाते लाई ।,खाते,GENERAL,1
1691,रबि सर तपाईं जस्तै २ / ४ अरु नेपाली सपूत यो देश मा भैदिए यो सुन्दर देश को अकल्पनीय कायापलट हुने मा कुनै सन्का छैन !,नेपाली सपूत,GENERAL,0
1692,रबि सर तपाईं जस्तै २ / ४ अरु नेपाली सपूत यो देश मा भैदिए यो सुन्दर देश को अकल्पनीय कायापलट हुने मा कुनै सन्का छैन !,सुन्दर,GENERAL,0
1693,सम्मान तपाईं अनि सम्पुर्ण टीम लाई ।,सम्मान,GENERAL,0
1694,"रियल हीरो रबी सर , तपाई माथी गर्व छ ।",हीरो,GENERAL,0
1695,"रियल हीरो रबी सर , तपाई माथी गर्व छ ।",गर्व छ,GENERAL,0
1696,तपाई को पछाडि भुक्क्ने कुकुर हरू भुकिरहन्छ्न रवि सर !,कुकुर,GENERAL,1
1697,"आवस्यक परे को खण्ड मा , प्रहरी , न्यायाधीश , अख्तियार सबै बन्नुपर्छ तपाई ले ।",सबै बन्नुपर्छ,GENERAL,0
1698,"डिस लाइक हान्ने हरु माफीया , दलाल , भ्रस्टाचारी , लुटेरा हरु हुन ।","माफीया , दलाल , भ्रस्टाचारी , लुटेरा",GENERAL,1
1699,रबि सर लाई पुलिस बन्न खोजियो ओकिल बन्न खोजियो भन्ने कान्तिपुर का स्टेशन म्यानेजर भनुदा ले के नै गर्न सके को छ अहिले सम्म यो समाज मा ?,के नै गर्न सके को छ,GENERAL,1
1700,नेपाल मा सरकार छैन र विश्वास पनि छैन ।,सरकार छैन,GENERAL,1
1701,नेपाल मा सरकार छैन र विश्वास पनि छैन ।,विश्वास पनि छैन,GENERAL,1
1702,छ त सिधाकुरा जनता सँग कार्यक्रम र पूरा युनिट अनि रवि लामिछाने दाजु को विश्वास छ ।,विश्वास,GENERAL,0
1703,छाति मा हात राखेर केही कुरा भन्न चाहान्छु रबि सर हजुर को साहासि पन लाई हिर्दय देखि सलाम छ ।,सलाम,GENERAL,0
1704,पर्यो भने मात्र होइन अब देखि रबि सर को सुरुक्षा तपाई हामी अाम युबा ले दिउ ।,अाम युबा ले दिउ,GENERAL,0
1705,रबिन्द्र रबि सुरेन्द्र प्रतेछ बाट कार्यकारी प्रमुख मा नियुक्ति नगरिदा सम्म यो देश १००% नबन्ने भो अब ।,नबन्ने भो,GENERAL,1
1706,रास्ट्रपति बिधादेबी भन्डारी को राजीनामा हुनुपर्छ भन्ने जति यता हजिर हुम त ।,राजीनामा हुनुपर्छ,GENERAL,1
1707,यो कुकुर लाई फाँसी दीनु पर्छ रबी सर अल द वेस्ट ।,अल द वेस्ट,GENERAL,0
1708,यो कुकुर लाई फाँसी दीनु पर्छ रबी सर अल द वेस्ट ।,कुकुर,GENERAL,1
1709,यो कुकुर लाई फाँसी दीनु पर्छ रबी सर अल द वेस्ट ।,फाँसी दीनु पर्छ,VIOLENCE,1
1710,कसै ले भगवान देखेछु भन्दैनन् तर म भन्छु भगवान म देखे को छु रबि सर को रूप मा ।,भगवान,GENERAL,0
1711,यो Dislike गर्ने 45 जना कुत्ता हरु कुन चाहिँ युग मा छन ?,कुत्ता,GENERAL,1
1712,"हुदै हुदैन 1 , हुदैन 2 हुदैन 3 हुदैन अब नेपाल मा रबि सर लाई प्रधानमन्त्री नबनाय सम्म देश समृद्ध हुँदै हुदैन जय रबि सर ✊✊✊✊✊✊ ।",जय,GENERAL,0
1713,बिध्या देबि भण्डारी लाई रास्ट्रपति पद बाट तुरुन्त हटाइयोस यो मोजमस्ती गर्ने रास्ट्रपति को के काम जनतालाइ रिन को भार मात्रै ।,मोजमस्ती गर्ने,GENERAL,1
1714,dislike हर्नेभरी बलात्कारि हुन चोर डाँका का सन्तान हुन् ।,बलात्कारि,GENERAL,1
1715,dislike हर्नेभरी बलात्कारि हुन चोर डाँका का सन्तान हुन् ।,चोर डाँका,GENERAL,1
1716,"रबि दाइ बास्तबमै रियल होरो हुनुन्छ यो देश को , दुख पर्दा अन्याय पर्दा भगवान हैन रबि दाइलाइ सम्झिन्छन नेपालि हरु ।",होरो,GENERAL,0
1717,"हे प्रभु , रबि लामिछाने लाई नेपाल को प्रधानमन्त्री बनाईदेउ न ।",बनाईदेउ न,GENERAL,0
1718,"रबि सर म हजुर् को लागि ज्यान हाजिर गर्दिन्छु , म तपाईं लाई मेरो यक मुठी सास रहुन्जेल सम्म म साथ दिन्छु ।",ज्यान हाजिर,GENERAL,0
1719,"रबि सर म हजुर् को लागि ज्यान हाजिर गर्दिन्छु , म तपाईं लाई मेरो यक मुठी सास रहुन्जेल सम्म म साथ दिन्छु ।",साथ दिन्छु,GENERAL,0
1720,डिसलाइक गर्ने हरू सबै लाई मुर्दाबाद ।,मुर्दाबाद,GENERAL,1
1721,"निकै राम्रो काम गर्नु भयो रबि सर , हजुर त देश को भगवान हो l ।",राम्रो काम,GENERAL,0
1722,"निकै राम्रो काम गर्नु भयो रबि सर , हजुर त देश को भगवान हो l ।",भगवान,GENERAL,0
1723,नेपाल आमा को सच्चा सपूत रबि लामिछाने लाई हृदय देखि को सलाम ✊✊✊✊ ।,सपूत,GENERAL,0
1724,नेपाल आमा को सच्चा सपूत रबि लामिछाने लाई हृदय देखि को सलाम ✊✊✊✊ ।,सलाम,GENERAL,0
1725,साला धोति लाइ करेन्ट लगाएर जुत्ता को माला र कालो मोसो दलेर भारत लखेट्नुपर्छ ।,जुत्ता को माला र कालो मोसो,GENERAL,1
1726,साला धोति लाइ करेन्ट लगाएर जुत्ता को माला र कालो मोसो दलेर भारत लखेट्नुपर्छ ।,लखेट्नुपर्छ,GENERAL,1
1727,"यदि म मरेर मेराे सट्टा मा मेराे देस मा अर्काे रवि लामीछाने जन्मन्छ भने मेराे देशकाे लागि म गर्भा साथ हाँसि हाँसि फाँसि मा झुण्डिन तयार छु , , , , , , , , , , , , , सलुट छ रवि दाई , , , , , , , , , , , , , , , यदि हजुर लाई कसै ले हजुरकाे ज्यान माग्छ भने म लाई सम्झनुहाेला हजुरकाे लागि म मर्न तयार छु , , , , , , , , , , जगत राना हाल ब्याङलाेर भारत ।",सलुट,GENERAL,0
1728,शिक्षक का नाम मा यस्ता कलङक लाई जन्म कैद हाल्नु पर्छ ।,कलङक,GENERAL,1
1729,शिक्षक का नाम मा यस्ता कलङक लाई जन्म कैद हाल्नु पर्छ ।,जन्म कैद हाल्नु पर्छ,GENERAL,1
1730,रबि दाजु प्रति सलाम छ ।,सलाम,GENERAL,0
1731,रबि लामीछाने जस्ताे पत्रकार पाउनु नेपाल र नेपालीहरूकाे लागि गर्व काे बिषय हाे ।,गर्व,GENERAL,0
1732,खाते लाई ढोका खोल्ने बिति कै एक किक हाने को दृश्य हेर्न पाए को भए सारै मजा आउथ्यो !,खाते,GENERAL,1
1733,नेपाल काे सच्चा भगवान हुन रवी दाई ।,भगवान,GENERAL,0
1734,सरकार ले यसरी काम गरोस भन्ने आम नेपाली को चाहना हो तर रबि लामिछाने गर्नु परे को छ ।,गर्नु परे को छ,GENERAL,1
1735,सलाम छ रबि सर ।,सलाम,GENERAL,0
1736,राष्ट्र का सपूत रबि लामिछाने को साथ मा हामी छौ भन्ने जति यता हाजिर✊✊✋ ।,सपूत,GENERAL,0
1737,यो धोती प्राध्यापक देखेर त मेरो प्रेसर हाइ भएर आयो यस्ता लाई त मुख मै सु गरेर अनि लेडिस को पेन्टी पेन्टी घाँटी मा झुन्डएर काठमाडौं को रिङ रोड घुमाउनु पर्ने ।,धोती,GENERAL,1
1738,यो धोती प्राध्यापक देखेर त मेरो प्रेसर हाइ भएर आयो यस्ता लाई त मुख मै सु गरेर अनि लेडिस को पेन्टी पेन्टी घाँटी मा झुन्डएर काठमाडौं को रिङ रोड घुमाउनु पर्ने ।,पेन्टी पेन्टी घाँटी मा झुन्डएर,GENERAL,1
1739,यो धोती प्राध्यापक देखेर त मेरो प्रेसर हाइ भएर आयो यस्ता लाई त मुख मै सु गरेर अनि लेडिस को पेन्टी पेन्टी घाँटी मा झुन्डएर काठमाडौं को रिङ रोड घुमाउनु पर्ने ।,मुख मै सु गरेर,GENERAL,1
1740,यो Dislike गर्ने हरू सबै बलात्कारी हुन ।,बलात्कारी,GENERAL,1
1741,रबि सर लाई नेपाल को प्रधानमन्त्री बनाउनै पर्छ भन्ने हरु को को हुनुहुन्छ ✊✊✊✊✊✊✊✊✊ ।,प्रधानमन्त्री बनाउनै पर्छ,GENERAL,0
1742,यो एपिसोड बाट रबि सर को सिर सगरमाथा भन्दा पनि उच्च भए को छ !,सगरमाथा भन्दा पनि उच्च,GENERAL,0
1743,रबि सर लाई ग्रयान्ड स्यालुट !,स्यालुट,GENERAL,1
1744,नेपाल को 1 मात्र नायक रबि लामिछाने भिडियो मा डिसलाईक गर्ने लाई पनि कारबाही मा हुनु पर्छ अनि टिचर लाई जिउदै जलाउनु पर्छ ।,1 मात्र नायक,GENERAL,0
1745,"' पहिला म यो समाज को सदस्य हुँ , त्यस पछि मात्र म सञ्चारकर्मी हुँ ।' रवि सर तपाईं को यो भनाई ले मन छोयो ।",मन छोयो,GENERAL,0
1746,अझपनि रबि सर माथि नराम्रो कुरा गर्ने जो कोही छ भने तिनी हरू नेपाली हुनै सक्दैन ।,नेपाली हुनै सक्दैन,GENERAL,1
1747,पुलिस बन्यो ओकील बन्यो भन्ने हरू भारतीय दलाल हुन साला कुकुर हरू ।,दलाल,GENERAL,1
1748,652 जना dislike गर्ने हरु सङ म एक्लै मैदान मा fight गर्न चाहान्छु बलात्कारि हरु दम छ छ भने cmt reply गर any time any wher I am raedy ✊✊✊✊✊ ।,बलात्कारि,GENERAL,1
1749,रबि सर ले आफ्नु जियान को बाजि राखेर काम गर्दै हुनुहुन्छ ।,जियान को बाजि राखेर,GENERAL,0
1750,रबि सर हजुर लाई सर्बप्रथम त धेरै धन्यवाद दिन चाहन्छु एउटा अपराधि लाई पुलिस को जिम्मा लगाउनु भयो तर मलाइ यो कुरा मा कति पनि चित्त बुझेन ।,धन्यवाद,GENERAL,0
1751,एक चेली को लागि जिन्दगी दिनुभए को छ हजुर देश को भगवान हो Legend ।,भगवान,GENERAL,0
1752,एक चेली को लागि जिन्दगी दिनुभए को छ हजुर देश को भगवान हो Legend ।,Legend,GENERAL,0
1753,मेरो देश को सगरमाथा र मेरो देश को रबि लामिछाने सर उस्तै लाग्छ ✊✊ ।,उस्तै लाग्छ,GENERAL,0
1754,आयो आयो जनता को दमदार कार्यक्रम भ्रष्ट हरु साइड लाग ।,भ्रष्ट,GENERAL,1
1755,आयो आयो जनता को दमदार कार्यक्रम भ्रष्ट हरु साइड लाग ।,दमदार कार्यक्रम,GENERAL,0
1756,रामकृष्ण ढकाल दाइ ले न्याय पाउनु पर्छ भन्ने मेरो बुझाइ ।,न्याय पाउनु पर्छ,GENERAL,0
1757,"सत्यलाइ जितेर जस् ले बाटो काट्छ तेस् को हामी खुट्टा काट्छौ तपाईं सत्य को बाटो मा लम्किरहनु होला रबि सर मेरो समर्थन छ , ।",समर्थन छ,GENERAL,0
1758,राम कृष्ण दाइ ले न्याय पायन भने जसरी रबि दाइ को लागि जन सगार उर्लिय को थियो तेसरी नै फेरि उर्लिन तयार छौ ।,उर्लिन तयार छौ,GENERAL,0
1759,यो लालिगुरास सस्था सुरेन्द्र केही पनि श्याम प्रदेशी जस्तै चोर डाका रछ साले यस लाई छोडनु हुन्न दलाल चोर लाई ।,चोर डाका,GENERAL,1
1760,यो लालिगुरास सस्था सुरेन्द्र केही पनि श्याम प्रदेशी जस्तै चोर डाका रछ साले यस लाई छोडनु हुन्न दलाल चोर लाई ।,दलाल चोर,GENERAL,0
1761,रवी दाई तिमी त डेङ्गो भन्दा पनि कडा रहेछौ हरेक नेपाली को रगत रगत मा सङ्क्रमित भएर बसे का छौ ।,सङ्क्रमित,GENERAL,1
1762,रवी दाई तिमी त डेङ्गो भन्दा पनि कडा रहेछौ हरेक नेपाली को रगत रगत मा सङ्क्रमित भएर बसे का छौ ।,डेङ्गो भन्दा पनि कडा,GENERAL,1
1763,नेपाल को रियल हिरो रबि दाइ को साच्चा फ्यान हरु जति कति छौ यता हाजिर हुम त ?,हिरो,GENERAL,0
1764,अब भने मन ढुक्क भयो सिधाकुरा जनता सँग हेर्न ।,ढुक्क भयो,GENERAL,0
1765,सरासर गलत नियत देखिन्छ लालि गुरांस सहकारी संस्था को ।,गलत नियत,GENERAL,1
1766,राज्य संयन्त्र मा सेटिङ्ग मिलाएर पहुँच को आधार मा सर्बसाधारण जनता लुट्ने इतिहास मा कहिल्यै नभए को यो अपराधीतन्त्र को नर्क बाट उन्मुक्ति कहिले पाउने हो ?,जनता लुट्ने,GENERAL,1
1767,राज्य संयन्त्र मा सेटिङ्ग मिलाएर पहुँच को आधार मा सर्बसाधारण जनता लुट्ने इतिहास मा कहिल्यै नभए को यो अपराधीतन्त्र को नर्क बाट उन्मुक्ति कहिले पाउने हो ?,नर्क,GENERAL,1
1768,प्रचण्ड र उस को छाउरी को अनि किशोर shrestha लाई जेल हाल्नु पर्छ भन्ने यता हाजिर ।,छाउरी,GENERAL,1
1769,यो १०७ जना dislike गर्ने कती ठुलो देश द्रोही होलान नेपाली त होईन होलान थुक्क ।,देश द्रोही,GENERAL,1
1770,यो १०७ जना dislike गर्ने कती ठुलो देश द्रोही होलान नेपाली त होईन होलान थुक्क ।,थुक्क,GENERAL,1
1771,सहकारी लालिगुरास मात्र होइन सबै सहकारी चोर हो रबि दाइ मेरो मामा को नि त्यसै गरि डुबायो ।,चोर,GENERAL,1
1772,चोर सहकारी संस्था रहेछ धेरै पीडित देखियो त्यो सहकारी संस्था को स्टाफ लगायत सम्पूर्ण लाई कारबाही होस् ।,चोर,GENERAL,1
1773,चोर सहकारी संस्था रहेछ धेरै पीडित देखियो त्यो सहकारी संस्था को स्टाफ लगायत सम्पूर्ण लाई कारबाही होस् ।,कारबाही होस्,GENERAL,0
1774,नेपाली हरु को दुख बुझ्ने गरिव दुखि को आँसु पुच्छिने भने कै रवि दाइ हो ।,दुख बुझ्ने गरिव दुखि को आँसु पुच्छिने,GENERAL,0
1775,देश कै गहना रामकृष्ण ढकाल को घर लिलामी भयो भन्दा साह्रै नमज्जा लाग्यो ।,देश कै गहना,GENERAL,0
1776,सिधा कुरा जनता सँग कार्यक्रम छ र पो बल्ल माफिया हरु को पर्दाफास हामि ले देख्न पाए को छ ।,देख्न पाए को छ,GENERAL,0
1777,सिधा कुरा जनता सँग कार्यक्रम छ र पो बल्ल माफिया हरु को पर्दाफास हामि ले देख्न पाए को छ ।,माफिया,GENERAL,1
1778,गाएक राम कृषण ढकाल् ले न्याए पावस ।,न्याए पावस,GENERAL,0
1779,रवि दाई को कार्यक्रम मन न पराई अन लाईक हान्ने को बुडिऔला भाँच्चियोस भन्ने हरु यता ल ।,बुडिऔला भाँच्चियोस,GENERAL,1
1780,थुक्क यस्तो पनि राज्य हुन्छ देश चलाउन सक्दैनौ भने जोगी बनेर हिड कुकुर हरु ।,थुक्क,GENERAL,1
1781,थुक्क यस्तो पनि राज्य हुन्छ देश चलाउन सक्दैनौ भने जोगी बनेर हिड कुकुर हरु ।,जोगी बनेर हिड,GENERAL,1
1782,रामकृष्ण ढकाल लाई बदनाम बनाउन खोज्ने यो लालिगुँरास सहकारि लाई हदै सम्म को कामकारबाही मा होस् ।,कामकारबाही मा होस्,GENERAL,1
1783,सबै ले न्याय पाउनु पर्छ यो सिधै ठगि धन्दा हो यो लालिगुरास सहकारी ।,ठगि धन्दा,GENERAL,1
1784,सबै ले न्याय पाउनु पर्छ यो सिधै ठगि धन्दा हो यो लालिगुरास सहकारी ।,न्याय पाउनु पर्छ,GENERAL,0
1785,चाँडोभन्दा चाँडो वहाँ को समस्या समाधान होस् ।,समस्या समाधान होस्,GENERAL,0
1786,रामकृष्ण ढकाल लाई ठग्ने लाई फाँसी दिए पनि कम हुन्छ ढकाल राष्ट्र को गहना हुन् रामकृष्ण ढकाल लाई न्याय मिलोस् छिट्टै ।,राष्ट्र को गहना,GENERAL,0
1787,रामकृष्ण ढकाल लाई ठग्ने लाई फाँसी दिए पनि कम हुन्छ ढकाल राष्ट्र को गहना हुन् रामकृष्ण ढकाल लाई न्याय मिलोस् छिट्टै ।,न्याय मिलोस्,GENERAL,0
1788,रामकृष्ण ढकाल लाई ठग्ने लाई फाँसी दिए पनि कम हुन्छ ढकाल राष्ट्र को गहना हुन् रामकृष्ण ढकाल लाई न्याय मिलोस् छिट्टै ।,फाँसी,GENERAL,1
1789,जन्मिदा जस्तो जन्मियौ मर्दा पनि तेसै गरि जाने हो तर मान्छे हरु मर्नै नपर्ने जस्तो गर्छ अनि मर्दा खेरी सम्पत्ति लाने जस्तो गर्छ छ्या त्यो लाली गुराँस सहकारी को all team लाई कारबाही हुनु पर्छ र त्यो लाली गुराँस सहकारी संस्था खारेज हुनु पर्छ ।,कारबाही हुनु पर्छ,GENERAL,1
1790,जन्मिदा जस्तो जन्मियौ मर्दा पनि तेसै गरि जाने हो तर मान्छे हरु मर्नै नपर्ने जस्तो गर्छ अनि मर्दा खेरी सम्पत्ति लाने जस्तो गर्छ छ्या त्यो लाली गुराँस सहकारी को all team लाई कारबाही हुनु पर्छ र त्यो लाली गुराँस सहकारी संस्था खारेज हुनु पर्छ ।,खारेज हुनु पर्छ,GENERAL,1
1791,Welcome rabi sir आज त छिटो आयो verry good . ।,verry good,GENERAL,0
1792,रबि दाइ हाइ हाइ भगवान् ले हजुर् को सधै रक्षा गर्नुहोस ।,हाइ हाइ,GENERAL,0
1793,रबि दाइ हाइ हाइ भगवान् ले हजुर् को सधै रक्षा गर्नुहोस ।,हजुर् को सधै रक्षा गर्नुहोस,GENERAL,0
1794,"म त लालिगुराँस भए छु / रामकृष्ण ढकाल / नेपाल को उच्च अदालत रवि अदालत हामि सवै को अदालत , सम्मान स्वरुप एक लाईत  ।",उच्च अदालत,GENERAL,0
1795,रभि लामिछाने दाइ पत्रकारीता जगत कै हिराे हुन् भन्ने हरू हात यता ठडाम त !,हिराे,GENERAL,0
1796,भगवान लाई पनि धन्नेबाद रबि जस्तो ब्याक्ति लाई यो धर्ति मा पठाई दिय को मा ।,धन्नेबाद,GENERAL,0
1797,अब को चालिस मिनेट दायाबाया नहेरी सिधै रवि sir को कार्यक्रम हेरिन्छ ।,दायाबाया नहेरी,GENERAL,0
1798,डिउटी को समय मा साहु को डर ले toilet मै बसेर भयनी हेरियो सिधा कुरा जनता सङ्ग ।,भयनी हेरियो,GENERAL,0
1799,रामकृष्ण ढकाल सर लाई त ठगन भियाए भने सर्वसाधारण लाई कति ठगे होला यो संस्था माथी छानबिन गरि कडा भन्दा कडा कार्वाही होस ।,कडा कार्वाही होस,GENERAL,1
1800,रवि सर को आवज नै सुन्दा म लाई त मेरो र आम जनता को समस्या समाधान भैहाल्यो झै लाग्छ !,समस्या समाधान भैहाल्यो,GENERAL,0
1801,न्याय नपाए सिधा कुरा जनता सङ्ग मा रेपोर्टिङ्ग गुहार माग्नु पर्छ ️ ️ ‍❤️‍ ️ ️ ।,गुहार माग्नु पर्छ,GENERAL,0
1802,आदरणीय गायक रामकृष्ण ढकाल जि को न्याय को लागि अब एक चोटि सबै जनता उठ्नै पर्ला जस्तो छ होइ ।,आदरणीय,GENERAL,0
1803,11 views 59 Likes रबि लामिछाने पावर ।,पावर,GENERAL,0
1804,न्यूज 24 कायॅक्रम डिसलाइक गनेॅ झोले हरू ठमेल मा अहिले 3 प्याक हान्दै होला ।,झोले,GENERAL,1
1805,न्यूज 24 कायॅक्रम डिसलाइक गनेॅ झोले हरू ठमेल मा अहिले 3 प्याक हान्दै होला ।,प्याक हान्दै होला,GENERAL,1
1806,सरकार लामखुट्टे होइन झिंगा नै मारेर बसे को छ ।,झिंगा नै मारेर,GENERAL,1
1807,रास्ट्र कै गहना माथी यत्रो अन्याय हैट लालिगुरास लाई कडा कारबाही को माग गरौ साथी हरू ।,कारबाही,GENERAL,1
1808,रास्ट्र कै गहना माथी यत्रो अन्याय हैट लालिगुरास लाई कडा कारबाही को माग गरौ साथी हरू ।,रास्ट्र कै गहना,GENERAL,0
1809,लालि गुराँस जस्ताे राष्ट्रिय फुलकाे बिजेत गरेछ सहकारि ले याे सहकारि लाई अब अागाे लगाउनु पर्छ यस्ताे चाेर दलाल सहकारि चाहियकाे छैन ।,चाेर दलाल,GENERAL,1
1810,"राम कृष्ण जस्तो देस् को गहना लाई त येस्तो गर्दो रहेछ , साधारण जनता को हालत के होला , रबि को अदालत मा केस अवस्ये हेरिने छ , कत्ति सारो चोरी धन्दा फैलिये को नेपाल मा , ।",देस् को गहना,GENERAL,0
1811,नेपाल मा सहकारी को नाम मा बैकँक को नाम मा खाली गरीव दुखी जन्ता लुटने काम मात्र छ कहिले सम्म होला यस्तो नेपाल मा ।,लुटने काम,GENERAL,1
1812,गायक रामकृष्ण ढकाल ज्यु ले न्याय पाउनु पर्छ ।,न्याय पाउनु पर्छ,GENERAL,0
1813,रवी लाई फसाउन लाई किशोर श्रेष्ठ ले अझ के के कुरा मा फसाउने योजना बनाउँदै होला सावधान रवी सर ।,फसाउने योजना बनाउँदै होला,GENERAL,1
1814,न्याय नपाए रबि sir को मा जानू भने जति एता हाजिर हाउ है ।,sir को मा जानू,GENERAL,0
1815,यो डकैती गर्ने सहकारी लाई चाडो कारवाही होस रामकृष्ण ढकाल ले चाडो न्याय चाहियो ।,कारवाही होस,GENERAL,1
1816,यो डकैती गर्ने सहकारी लाई चाडो कारवाही होस रामकृष्ण ढकाल ले चाडो न्याय चाहियो ।,न्याय चाहियो,GENERAL,0
1817,नेपाल मा ९०% मान्छे ठग्ने पेसा मा आधारित छन ।,ठग्ने पेसा,GENERAL,1
1818,news24 राम्रो काम जारी राख्नुहोस् ।,राम्रो काम,GENERAL,0
1819,हामी सबै तपाइँ लाई सहयोग गर्दैछौं ।,सहयोग गर्दैछौं,GENERAL,0
1820,ओराली लागे को हणिन को चाल भो बाचुन्जेल सम्म पनि मरे कै हाल भो छल गर्‍यो माया ले छल गर्‍यो माया ले - यो गाना म लाई अति मन पर्छ राम कृष्ण ढकाल दाजु पीडित देखियो न्याय दिलाई दिनु होला है रबि दाजु ।,मन पर्छ,GENERAL,0
1821,सिधा कुरा भने को सिधा कुरा हो घुमाएर नराम्रो गर्ने जति लाई सिधा ल्याउछ सिधा कुरा ले जनतासामु ✊ ।,सिधा ल्याउछ,GENERAL,0
1822,https : / / youtu . be / HFkZugdhHvA रामकृष्ण ढकाल जस्तो परिचित ब्यक्ति पनि रवि लामिछाने को आउनु भने को राज्य बिहिन भए को अनुभव हुन्छ ।,परिचित ब्यक्ति,GENERAL,0
1823,https : / / youtu . be / HFkZugdhHvA रामकृष्ण ढकाल जस्तो परिचित ब्यक्ति पनि रवि लामिछाने को आउनु भने को राज्य बिहिन भए को अनुभव हुन्छ ।,राज्य बिहिन,GENERAL,1
1824,"जाहा सरकार छ , प्रहरी प्रसाशन छ , अदालत छ तर न्याय पाउँदैन भनेर बुझे हुन्छ ।",न्याय पाउँदैन,GENERAL,1
1825,"माननीय कमेन्टर हरु , यता हाजिर र उता हाजिर भनेर बकवास गर्नु भन्दा बैचारिक कमेन्ट साथै समर्थन को योग्य धारण राख्नुहोला ।",माननीय,GENERAL,0
1826,Hamro ravi hamro desh पराण भन्दा प्यारो छ jay neapl ।,jay,GENERAL,0
1827,साला यो यता हाजिर उता हाजिर भन्ने देखेर त यस्तो रिस उठ्छ कि कुरै छोड राम्रो Coment गर न हो ।,रिस उठ्छ,GENERAL,1
1828,रामकृष्ण सर जस्तो मान्छे लाई तेस्तो गर्ने हावा सस्था को यो समाज मा काम छैन / / / अब ।,हावा,GENERAL,1
1829,रामकृष्ण सर जस्तो मान्छे लाई तेस्तो गर्ने हावा सस्था को यो समाज मा काम छैन / / / अब ।,काम छैन,GENERAL,1
1830,लालिगुरास सरकारी ले जनता लुट्ने धन्धा खोलेर बसे को रैछ ।,जनता लुट्ने,GENERAL,1
1831,"कलियुगकाे भगवान रबि सर , यहाकाे म खुट्टा ढाेग्न चाहान्छु ।",ढाेग्न चाहान्छु,GENERAL,0
1832,तपाईं महान हुनुहुन्छ सर सलाम छ ।,सलाम छ,GENERAL,0
1833,म खाना सुत्न छाेड्न सक्छु तर रबि सरकाे कार्यक्रम र रबि सरकाे दर्शन नगरि बस्न सक्दिनँ ।,दर्शन,GENERAL,0
1834,"रबि एक ब्यक्ति मात्र हैन रबि एक युग हो , जय रबि जय नेपाल , ।",युग,GENERAL,0
1835,कुलमान र प्रेम सन्जेल जस्तो सरकारी कर्मचारी रबी र अपील तिर्पाथी जस्तो पत्रकार भयसी हामी save छौं ।,save छौं,GENERAL,0
1836,यो देश मा सिधाकुरा जनतासङ लिएर आउने पत्रकार रबि लामिछाने सर हुनुहुन्छ त्यसैले भ्रष्ट र बेइमान हरु सुध्रिएर रहनु होला ।,भ्रष्ट,GENERAL,1
